object1position_x,object1position_y,object1position_z,object1scaling_x,object1scaling_y,object1scaling_z,object2position_x,object2position_y,object2position_z,object2scaling_x,object2scaling_y,object2scaling_z,cameraposition_x,cameraposition_y,cameraposition_z,camerascaling_x,camerascaling_y,camerascaling_z,wallposition_x,wallposition_y,wallposition_z,wallscaling_x,wallscaling_y,wallscaling_z,planeposition_x,planeposition_y,planeposition_z,planescaling_x,planescaling_y,planescaling_z,attentionposition_x,attentionposition_y,attentionposition_z
-3.5,3.1,-0.3,130,140,125,7.9,1.5,-0.5,150,150,150,-9.4,5,-14.5,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-5.3,2.9,-4.5
-6,2.7,-0.4,130,140,125,-7.9,3.4,-0.3,150,150,150,-9.3,5,-14.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-5.2,3.7,-4.8
-8.8,2.5,-0.3,130,140,125,2.8,2.4,-0.4,150,150,150,-9.3,5,-15.1,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-8,3.7,-5.1
-7.7,3.1,-0.4,130,140,125,-5.3,2.6,-0.4,150,150,150,-9.3,5,-15.3,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-7.7,4.2,-5.3
3.3,2,-0.2,130,140,125,5.1,3.5,-0.3,150,150,150,-9.3,5,-15.5,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.2,3.7,-5.5
7.3,1.5,-0.2,130,140,125,0.9,2.7,-0.2,150,150,150,-7.4,5,-15.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-0.1,2.6,-5.9
-5.2,1.6,-0.3,130,140,125,-2.4,2.7,-0.2,150,150,150,-6.4,5,-15.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-1.5,3.1,-5.9
-8.5,2.4,-0.2,130,140,125,7.8,2.6,-0.2,150,150,150,-6.1,5,-15.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.6,2.9,-5.9
-0.8,2.9,-0.3,130,140,125,-7.2,1.5,-0.3,150,150,150,-5.8,5,-15.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-7.2,3.3,-5.9
-3.8,3.1,-0.4,130,140,125,0.3,2.4,-0.4,150,150,150,-5.5,5,-15.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.1,2.5,-5.8
1.3,3.5,-0.3,130,140,125,-1.2,2.2,-0.2,150,150,150,-4.5,5,-17.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,0.7,3.2,-7.8
6.6,2.9,-0.2,130,140,125,-8,2.7,-0.2,150,150,150,-4.5,5,-17.1,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-2.2,2.9,-7.1
7.6,2.6,-0.5,130,140,125,7.5,3.1,-0.3,150,150,150,-4.4,5,-16.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.1,3,-6.9
-9.1,3,-0.3,130,140,125,1.5,2.3,-0.3,150,150,150,-4.5,5,-16.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,3.2,2.8,-6.6
6.8,3.3,-0.2,130,140,125,-0.8,3.3,-0.3,150,150,150,-4.5,5,-16.3,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-7.1,3.3,-6.3
5.4,2.4,-0.2,130,140,125,-5.9,1.9,-0.5,150,150,150,-6.1,5,-17.2,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3,3.3,-7.2
-9.5,1.7,-0.2,130,140,125,-8.4,1.5,-0.3,150,150,150,-7.3,5,-17.2,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.1,2.8,-7.2
-1.9,2.7,-0.4,130,140,125,4,2.7,-0.2,150,150,150,-7.6,5,-17.2,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-7.8,2.6,-7.2
-3.1,2.9,-0.2,130,140,125,-3,2.7,-0.4,150,150,150,-7.9,5,-17.3,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.2,2.7,-7.3
6.9,2.9,-0.4,130,140,125,6.4,3.1,-0.4,150,150,150,-8.2,5,-17.3,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-5,3,-7.3
-1.2,1.6,-0.5,130,140,125,7.5,2.1,-0.3,150,150,150,-8.5,5,-17.4,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,0.3,3.1,-7.4
-4,2,-0.4,130,140,125,-8.3,2.3,-0.4,150,150,150,-8.8,5,-17.4,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.3,2.2,-7.4
0.3,2.6,-0.3,130,140,125,-5.3,2.3,-0.4,150,150,150,-7.2,5,-17.4,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-5.3,2.6,-7.4
3.6,2.2,-0.3,130,140,125,-9.1,2,-0.5,150,150,150,-7.1,5,-17.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-5.7,2.6,-7.6
-7.9,2,-0.2,130,140,125,-3.4,2.2,-0.2,150,150,150,-6.8,5,-17.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-2.8,2.7,-7.7
3.2,2.8,-0.3,130,140,125,-8.7,2,-0.3,150,150,150,-6.6,5,-17.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.7,2.7,-7.9
8,1.5,-0.2,130,140,125,-2,2,-0.2,150,150,150,-6.4,5,-16.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-0.6,2.8,-6.7
6.5,2,-0.5,130,140,125,5.5,1.9,-0.2,150,150,150,-6.3,5,-16,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.3,2.5,-6
-7.5,2.7,-0.4,130,140,125,7.3,3.3,-0.4,150,150,150,-6.4,5,-15.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,1,2.2,-5.7
-8,3.3,-0.3,130,140,125,1,2.2,-0.5,150,150,150,-6.4,5,-15.4,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-7,2.9,-5.4
0.6,2.1,-0.2,130,140,125,0.8,3.2,-0.4,150,150,150,-6.5,5,-15.1,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-1,2.3,-5.1
4.2,2.4,-0.2,130,140,125,-1,1.6,-0.5,150,150,150,-6.5,5,-14.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-1.3,3.3,-4.9
-6.8,2.2,-0.4,130,140,125,7.8,1.9,-0.3,150,150,150,-8.2,5,-14.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.6,2.4,-4.7
-6.2,1.8,-0.2,130,140,125,-10.1,2.5,-0.2,150,150,150,-9.3,5,-14.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-7,2.7,-4.7
6.5,3,-0.3,130,140,125,2.9,1.6,-0.2,150,150,150,-9.6,5,-14.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-7.4,1.9,-4.7
-2.5,1.8,-0.2,130,140,125,6.9,2.9,-0.2,150,150,150,-9.9,5,-14.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-1.5,1.9,-4.8
-4.9,3.5,-0.4,130,140,125,4.4,3,-0.4,150,150,150,-8.2,5,-14.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.5,2.6,-4.8
-5.8,2.9,-0.4,130,140,125,-5.9,2.5,-0.2,150,150,150,-7.9,5,-14.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-5.3,3.4,-4.8
7.8,3.4,-0.2,130,140,125,-1.6,2.5,-0.2,150,150,150,-7.6,5,-14.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-5.9,3.2,-4.8
3.8,2.9,-0.3,130,140,125,2.4,2.3,-0.5,150,150,150,-7.3,5,-14.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.4,2.6,-4.8
-2.9,2.7,-0.4,130,140,125,3.8,2.9,-0.2,150,150,150,-7,5,-14.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-0.2,1.7,-4.8
-3.9,2.6,-0.3,130,140,125,7.7,2.9,-0.4,150,150,150,-6.7,5,-14.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,0.5,2.3,-4.7
-5.6,1.8,-0.5,130,140,125,-6.9,2.4,-0.4,150,150,150,-6.4,5,-14.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,3.4,2.4,-4.7
-6.5,3.4,-0.4,130,140,125,-8.7,2.7,-0.4,150,150,150,-6.2,5,-14.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-5.5,2,-4.7
-7.1,3.2,-0.5,130,140,125,-9.6,2.1,-0.3,150,150,150,-6,5,-14.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.1,3.2,-4.7
5.6,2.9,-0.5,130,140,125,-7.8,2.9,-0.2,150,150,150,-5.7,5,-14.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.3,3.4,-4.6
0.7,1.9,-0.3,130,140,125,-2.1,1.6,-0.2,150,150,150,-5.4,5,-14.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.4,2.8,-4.6
-8.4,2.6,-0.2,130,140,125,-4.7,1.6,-0.3,150,150,150,-5.1,5,-14.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.2,7.1,-4.6
-0.9,1.6,-0.3,130,140,125,-0.3,3,-0.2,150,150,150,-4.8,5,-14.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.6,2.6,-4.6
-8.1,2.4,-0.3,130,140,125,6.2,2,-0.4,150,150,150,-4.6,5,-14.5,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-1.9,2.6,-4.5
3.7,2.8,-0.2,130,140,125,2.5,2.2,-0.3,150,150,150,-4.5,5,-14.5,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-7.1,2.7,-4.5
-6.9,1.8,-0.5,130,140,125,-4.5,2.3,-0.3,150,150,150,-5.3,5,-14.5,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,0,2.3,-4.5
3.8,2.8,-0.4,130,140,125,-10.1,3.1,-0.2,150,150,150,-5.6,5,-14.5,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.2,2.4,-4.5
-7.6,1.9,-0.3,130,140,125,-1,2,-0.2,150,150,150,-5.9,5,-14.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-8.3,3.4,-4.6
-1,3,-0.3,130,140,125,-2.3,2.5,-0.3,150,150,150,-6.2,5,-14.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.8,2.9,-4.6
0.6,2.3,-0.3,130,140,125,0.5,2.5,-0.3,150,150,150,-6.5,5,-14.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.4,3.2,-4.6
-2.8,3,-0.4,130,140,125,6.2,2.2,-0.4,150,150,150,-4.5,5,-19.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,0.4,3.3,-9.7
1,2.8,-0.4,130,140,125,-8.7,3.2,-0.5,150,150,150,-4.6,5,-18.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.4,4.6,-8.7
5.5,3,-0.3,130,140,125,-4.7,2.1,-0.2,150,150,150,-4.6,5,-18.4,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.5,3.4,-8.4
0,2.5,-0.3,130,140,125,6.1,2.1,-0.3,150,150,150,-4.6,5,-17.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.1,3.1,-7.6
-8,2.9,-0.5,130,140,125,1.3,2.2,-0.4,150,150,150,-4.5,5,-17,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-1.3,3,-7
-5.6,2.1,-0.2,130,140,125,-1.3,3.1,-0.3,150,150,150,-4.6,5,-16.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-1.1,2.8,-6.8
-2.2,2.4,-0.3,130,140,125,5.2,3,-0.4,150,150,150,-4.6,5,-16.5,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-2.1,3.3,-6.5
-0.6,2.1,-0.2,130,140,125,-3,2.5,-0.4,150,150,150,-6.6,5,-16.4,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.7,2.9,-6.4
-9.4,3.1,-0.4,130,140,125,1.5,2.1,-0.2,150,150,150,-6.8,5,-16.3,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.6,3.1,-6.3
-2.8,2.9,-0.2,130,140,125,-8,3.2,-0.2,150,150,150,-7.1,5,-16.3,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-8.1,3.6,-6.3
-0.9,2.1,-0.4,130,140,125,3.7,3.3,-0.3,150,150,150,-7.4,5,-16.3,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.3,3.2,-6.3
0.6,3.1,-0.2,130,140,125,-0.7,1.8,-0.2,150,150,150,-7.6,5,-16.4,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-2.9,2.9,-6.4
0.1,1.8,-0.5,130,140,125,4.1,2.5,-0.5,150,150,150,-7.9,5,-16.4,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.7,1.9,-6.4
-6.9,2.8,-0.5,130,140,125,0.1,3.3,-0.4,150,150,150,-8.2,5,-16.4,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-0.4,2.6,-6.4
3.7,3.3,-0.3,130,140,125,-2.8,2.6,-0.2,150,150,150,-8.5,5,-16.5,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.1,3.1,-6.5
-4.3,2.3,-0.4,130,140,125,4.1,2.4,-0.3,150,150,150,-8.8,5,-16.5,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.7,2.7,-6.5
6.9,2,-0.3,130,140,125,-7.4,2.8,-0.4,150,150,150,-9.1,5,-16.5,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-5.7,2.5,-6.5
-1.3,1.9,-0.4,130,140,125,-1.9,2.6,-0.3,150,150,150,-9.4,5,-16.5,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-8.2,2.9,-6.5
-5.7,2.7,-0.5,130,140,125,1.8,2.3,-0.4,150,150,150,-9.7,5,-16.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.7,2.6,-6.6
1.4,1.7,-0.2,130,140,125,-7,2.9,-0.2,150,150,150,-7.3,5,-16.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-1.4,2.8,-6.6
-7.6,2.5,-0.4,130,140,125,-9.3,3.1,-0.4,150,150,150,-6.9,5,-16.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-1.4,2.4,-6.7
-5.5,2.3,-0.3,130,140,125,-7.8,2.2,-0.4,150,150,150,-6.6,5,-16.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.7,2.9,-6.7
0.5,3.4,-0.4,130,140,125,-3.4,1.8,-0.4,150,150,150,-6.4,5,-16.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-7,3,-6.6
6.6,2,-0.4,130,140,125,7.3,1.8,-0.4,150,150,150,-6.1,5,-16.5,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4,2.4,-6.5
-3.6,2.6,-0.4,130,140,125,-6.6,3,-0.3,150,150,150,-6,5,-16.1,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,2.5,2.4,-6.1
1.5,2.5,-0.2,130,140,125,-2.4,1.9,-0.4,150,150,150,-6,5,-16,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-5.9,3.6,-6
6,2.7,-0.2,130,140,125,1.6,2.1,-0.3,150,150,150,-6.1,5,-15.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.3,3.4,-5.7
-1.6,3.1,-0.2,130,140,125,-0.8,1.9,-0.4,150,150,150,-6.1,5,-17,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-1.1,2.3,-7
-8.9,2.4,-0.5,130,140,125,-3.8,1.8,-0.4,150,150,150,-6.2,5,-17.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.3,3.1,-7.6
2.6,2.7,-0.4,130,140,125,-3.9,1.9,-0.4,150,150,150,-6.1,5,-17.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.4,2.4,-7.9
-8.3,2,-0.4,130,140,125,3.7,2.4,-0.5,150,150,150,-6.1,5,-18.2,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.4,2.4,-8.2
-6.9,1.9,-0.4,130,140,125,-4.2,3,-0.4,150,150,150,-6.1,5,-18.4,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-7.2,2.9,-8.4
-2.6,2.6,-0.2,130,140,125,0.8,2.8,-0.4,150,150,150,-6.1,5,-18.6,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.1,2.9,-8.6
4.5,3.1,-0.4,130,140,125,-7.5,1.7,-0.4,150,150,150,-6,5,-18.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.7,3.2,-8.9
-7.2,3.2,-0.2,130,140,125,6,1.8,-0.3,150,150,150,-4.5,5,-18.2,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,0.7,3.3,-8.2
1.6,3.3,-0.3,130,140,125,-3.8,1.8,-0.2,150,150,150,-4.5,5,-17.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-5.4,3.1,-7.8
2.2,2.3,-0.3,130,140,125,-7.6,1.9,-0.4,150,150,150,-4.5,5,-17.5,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.5,2.6,-7.5
-5.3,3,-0.4,130,140,125,1.3,1.8,-0.3,150,150,150,-4.5,5,-17.2,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-5.6,2.5,-7.2
0.7,3.2,-0.2,130,140,125,-9.1,2.2,-0.3,150,150,150,-4.6,5,-16.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.4,3.2,-6.8
-3.2,2,-0.4,130,140,125,-5.5,2.9,-0.4,150,150,150,-4.6,5,-16.5,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.8,2.2,-6.5
-5.9,2,-0.4,130,140,125,7,1.7,-0.3,150,150,150,-4.7,5,-16.3,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-5.1,3.4,-6.3
3.4,3.1,-0.4,130,140,125,-9.8,1.6,-0.4,150,150,150,-4.7,5,-16,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.8,2.4,-6
6.1,2.1,-0.2,130,140,125,2.9,2.5,-0.4,150,150,150,-4.7,5,-15.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-7.2,2.3,-5.7
-1.6,2.5,-0.4,130,140,125,3.8,3.2,-0.5,150,150,150,-4.8,5,-15.4,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,0.7,2.5,-5.4
-2.7,1.6,-0.5,130,140,125,-2.3,2.8,-0.2,150,150,150,-4.8,5,-15.1,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,1.6,3.1,-5.1
-2.7,3.3,-0.5,130,140,125,-8.8,2.3,-0.2,150,150,150,-5.3,5,-14.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.1,2.6,-4.9
6.6,3.5,-0.3,130,140,125,-3.6,2.9,-0.4,150,150,150,-6.2,5,-14.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.3,3.1,-4.9
6,1.5,-0.3,130,140,125,-7.8,2.2,-0.4,150,150,150,-7.4,5,-15,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-4.5,3.3,-5
-9,2.9,-0.3,130,140,125,-5.1,3.4,-0.3,150,150,150,-8.8,5,-15,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-7.8,2.5,-5
0.9,1.9,-0.4,130,140,125,7.7,2.3,-0.5,150,150,150,-10.4,5,-15,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-9.4,3.1,-5
-6.4,2.2,-0.4,130,140,125,6.7,2.4,-0.2,150,150,150,-8.9,5,-15.1,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-1.6,2.6,-5.1
4.6,2.7,-0.5,130,140,125,0.3,3.5,-0.3,150,150,150,-8.3,5,-15.1,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.4,2.4,-5.1
-9.3,3.4,-0.4,130,140,125,5.4,1.9,-0.4,150,150,150,-8,5,-15.1,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-1.6,3.5,-5.1
-2.2,2.2,-0.3,130,140,125,4.2,3.1,-0.4,150,150,150,-7.7,5,-15,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-8.4,3.2,-5
-10,31,-0.2,130,140,125,-6,3,-0.4,150,150,150,-7.4,5,-15,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.3,2.1,-5
-2.5,1.8,-0.5,130,140,125,7.7,2.2,-0.5,150,150,150,-7.1,5,-14.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.1,3.1,-4.9
-3.1,1.6,-0.2,130,140,125,-5.5,2.2,-0.4,150,150,150,-6.8,5,-14.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.4,2.2,-4.9
-3.2,1.7,-0.4,130,140,125,-7.4,3.5,-0.2,150,150,150,-6.5,5,-14.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6,2.3,-4.9
-8.9,2.6,-0.2,130,140,125,3.7,2.3,-0.3,150,150,150,-6.2,5,-14.9,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.4,3,-4.9
4.1,2.6,-0.4,130,140,125,0.9,2.8,-0.2,150,150,150,-6,5,-14.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,0.8,2.3,-4.8
-8.5,1.8,-0.3,130,140,125,4.6,3.3,-0.3,150,150,150,-5.7,5,-14.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-0.8,3,-4.8
-1.4,2.1,-0.3,130,140,125,-8.5,2.7,-0.4,150,150,150,-5.4,5,-14.8,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-3.6,6.5,-4.8
-8.6,3.3,-0.2,130,140,125,6.2,2.7,-0.2,150,150,150,-5.1,5,-14.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-2.7,7.2,-4.7
6.5,2.5,-0.3,130,140,125,-7.6,3,-0.3,150,150,150,-4.8,5,-14.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-7.1,3.6,-4.7
4.1,2.8,-0.4,130,140,125,1.6,2.7,-0.2,150,150,150,-4.5,5,-14.7,1,1,1,-2.54,2.77,0.24,2.5,1,1,-2.51,-2.51,-5.04,2.5,1,1,-6.5,3,-4.7
